"LotFrontage","LotArea","OverallQual","OverallCond","YearBuilt","MasVnrArea","TotalBsmtSF","1stFlrSF","2ndFlrSF","LowQualFinSF","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","Fireplaces","GarageCars","PoolArea","SalePrice"
,9500,6,5,1963,247,1394,1394,0,0,1,0,1,1,3,1,2,2,0,159000
80,14695,6,8,1966,210,1562,1567,0,0,1,0,2,0,2,1,2,2,0,256000
85,13600,7,6,1965,176,768,1186,800,0,0,0,2,1,3,1,3,2,0,205000
100,13000,6,6,1968,576,896,1182,960,0,0,0,2,1,4,1,1,1,0,193500
120,13560,6,3,1968,216,1392,1392,0,0,1,0,1,0,2,1,2,2,0,110000
,12513,4,4,1920,0,715,1281,457,0,0,0,2,0,4,1,1,1,0,104900
73,8760,5,7,1956,164,1169,1144,0,0,1,0,1,0,3,1,0,1,0,150000
70,8400,6,3,1957,0,1478,1478,0,0,1,0,1,1,3,1,2,2,0,156500
,12285,7,6,1960,128,1329,1329,0,0,0,0,1,1,3,1,2,2,0,176000
66,9240,6,8,1959,0,988,988,0,0,1,0,2,0,3,1,0,1,0,149500
80,9600,6,6,1958,183,1240,1632,0,0,1,0,2,0,3,1,1,1,0,139000
66,12400,6,7,1958,176,1215,1215,0,0,0,0,1,0,3,1,0,1,0,155000
70,8750,5,5,1956,0,1202,1202,0,0,0,1,1,0,3,1,0,1,0,120000
70,8750,5,5,1955,0,1382,1382,0,0,0,1,1,0,3,1,0,1,0,153000
80,10400,4,5,1956,0,1200,1200,0,0,1,0,1,0,3,1,2,1,0,144000
120,19296,6,5,1962,399,1362,1382,0,0,1,0,1,0,3,1,1,2,0,176000
74,8532,5,6,1954,650,1297,1297,0,0,0,1,1,0,3,1,1,2,0,153000
76,9482,5,4,1958,657,1866,1866,0,0,0,0,2,0,4,2,0,2,0,135000
53,8128,6,7,1954,80,1062,1062,0,0,1,0,1,0,3,1,0,1,0,131000
79,10634,5,6,1953,0,608,1319,0,0,1,0,1,0,3,1,0,1,0,123000
67,13070,5,5,1951,0,631,1112,0,0,0,0,1,0,2,1,0,2,0,126000
60,10434,4,5,1955,0,1005,1005,0,0,0,0,1,0,2,1,1,2,0,115000
75,14559,5,7,1951,70,1008,1363,0,0,1,0,1,0,2,1,2,1,0,164900
80,8480,5,6,1945,0,793,793,0,0,1,0,1,0,2,1,0,1,0,113000
60,7626,5,8,1952,0,1031,1031,0,0,1,0,1,0,2,1,0,1,0,145500
75,9533,5,5,1953,140,0,1210,0,0,0,0,1,1,2,1,0,1,0,102900
107,10615,3,5,1900,0,978,1014,685,0,1,0,2,0,3,2,0,2,0,95000
78,11419,7,7,1948,0,699,801,726,0,1,0,1,1,3,1,1,2,0,152500
60,9600,5,6,1950,0,1200,1200,0,0,0,0,1,0,3,1,0,1,0,129900
50,8000,6,6,1948,0,972,972,0,0,1,0,1,0,2,1,1,1,0,132000
53,5470,3,5,1958,0,792,792,0,0,0,0,1,0,2,1,0,1,0,99900
60,10410,5,7,1916,0,660,808,704,144,0,0,2,1,3,1,0,1,0,135000
60,10800,5,7,1939,0,676,676,676,0,0,1,2,0,4,1,0,2,0,149000
80,8146,4,8,1900,0,405,717,322,0,0,0,1,0,2,1,0,1,0,114000
52,9022,5,8,1924,0,768,792,0,0,0,0,1,0,2,1,0,1,0,109500
60,10230,5,7,1925,0,1054,1078,0,0,0,0,1,0,3,1,0,1,0,125000
60,10410,4,5,1915,0,1313,1313,0,1064,0,0,2,0,3,1,1,2,0,142900
60,7200,7,9,1910,0,560,930,760,0,0,0,2,0,4,1,0,2,0,156500
90,5400,2,5,1940,0,416,599,0,0,1,0,1,0,2,1,0,0,0,59000
90,5400,4,6,1920,0,840,840,534,0,0,0,1,0,2,1,0,1,0,105000
60,10800,5,7,1920,0,720,846,0,0,0,0,1,0,2,1,0,2,0,106000
60,10800,3,5,1890,0,630,725,0,0,0,0,1,1,1,1,0,1,0,78500
81,9671,6,5,1969,480,1248,1248,1296,0,0,0,2,2,6,2,0,3,0,190000
83,10143,6,7,1963,295,1380,1380,0,0,0,0,1,1,3,1,0,1,0,154000
77,11500,6,4,1967,0,1040,1040,0,0,1,0,1,0,3,1,1,2,0,163000
91,11643,5,5,1969,368,1248,1338,1296,0,1,1,2,2,6,2,0,4,0,200000
62,8010,6,9,1958,0,951,951,0,0,1,0,1,0,2,1,0,2,0,143500
90,10454,6,6,1957,143,1105,1105,0,0,0,0,1,0,3,1,0,1,0,135000
64,8712,5,7,1957,0,992,1306,0,0,1,0,1,0,2,1,0,1,0,153000
,17600,6,5,1960,30,1478,1478,0,0,1,0,2,0,3,1,2,2,0,157500
80,9000,6,6,1958,82,160,1142,0,0,0,0,1,0,2,1,1,1,0,113500
60,12144,5,7,1949,0,832,1036,0,232,0,0,1,0,3,1,1,1,0,133000
60,8544,3,4,1950,0,0,1040,0,0,0,0,2,0,2,2,0,2,0,92900
60,8064,6,5,1950,0,795,765,368,0,0,0,1,0,3,1,0,2,0,128500
60,7200,4,5,1949,0,0,1040,0,0,0,0,2,0,2,2,0,2,0,90000
60,7200,5,4,1950,0,1208,1136,768,0,1,0,1,1,3,1,0,1,0,138000
71,7350,5,6,1958,0,1041,1041,0,0,0,0,1,0,3,1,0,1,0,128000
70,7560,5,6,1958,0,1029,1339,0,0,0,0,1,0,3,1,0,1,0,139000
60,7200,5,7,1952,0,732,732,0,0,1,0,1,0,2,1,0,1,0,118900
80,8000,5,5,1959,0,528,1183,0,0,1,0,1,0,3,1,0,1,0,138000
70,7931,5,5,1959,0,1148,1148,0,0,1,0,1,0,3,1,0,1,0,132500
60,10800,4,7,1949,0,832,832,629,0,0,0,2,0,4,1,0,1,0,133500
60,8064,6,7,1948,0,864,1064,0,431,0,0,1,0,3,1,0,2,0,135000
76,7570,6,5,1964,420,780,993,813,0,0,0,1,1,4,1,0,2,0,144750
75,8604,5,7,1978,124,941,941,0,0,1,0,1,0,2,1,0,2,0,145000
80,7936,6,6,1963,0,1045,1045,0,0,1,0,1,0,3,1,1,1,0,127000
60,6600,5,5,1962,0,894,894,0,0,0,0,1,0,2,1,0,1,0,109500
,3950,6,8,1926,0,818,818,406,0,0,0,1,0,3,1,0,1,0,115000
60,10440,5,6,1910,0,440,682,548,0,0,0,1,1,2,1,0,2,0,110000
68,4080,6,8,1935,0,901,861,517,0,0,0,1,0,3,1,0,1,0,128900
57,10307,6,5,1910,0,972,972,972,0,1,0,2,0,4,2,0,2,0,103500
52,5720,5,6,1941,0,676,676,455,0,0,0,1,1,3,1,0,1,0,66500
90,15660,5,8,1910,0,240,810,496,0,0,0,1,1,3,1,0,2,0,130000
90,9900,5,8,1910,0,504,764,700,0,0,0,2,0,3,1,0,0,0,129000
57,6406,5,6,1939,0,690,868,690,0,0,0,1,1,3,1,1,2,0,150000
60,6600,5,4,1892,0,994,1378,994,0,0,0,2,0,4,2,0,1,0,107500
63,7627,4,6,1920,0,600,1101,600,0,0,0,2,0,4,2,0,0,0,94550
60,7596,5,5,1952,360,960,960,1000,0,0,0,2,0,4,2,0,2,0,124500
60,3378,7,8,1946,0,651,707,682,0,0,0,1,1,3,1,2,1,0,135000
56,10134,5,5,1910,0,801,801,646,0,0,0,1,0,3,1,0,0,0,103000
60,6000,4,4,1953,0,936,936,0,0,0,0,1,0,2,1,0,2,0,93000
50,6000,5,7,1950,0,768,768,560,0,0,0,1,1,3,1,0,1,0,129500
50,6000,5,4,1954,0,811,811,576,0,0,0,2,0,3,2,0,1,0,93000
62,7404,4,6,1920,0,861,861,0,0,0,0,1,0,2,1,0,2,0,80000
50,5925,2,4,1940,0,0,612,0,0,0,0,1,0,1,1,0,1,0,45000
50,5925,3,6,1910,0,600,600,368,0,0,0,1,0,2,1,0,0,0,37900
50,5784,5,8,1938,0,190,886,0,0,0,0,1,0,2,1,0,1,0,91300
60,8520,5,8,1923,0,624,792,0,0,0,0,1,0,2,1,0,1,0,99500
33,4456,4,5,1920,0,736,736,716,0,0,0,2,0,2,3,0,0,0,113000
60,9600,4,4,1910,0,677,833,677,0,0,0,2,0,3,1,0,2,0,87500
50,3500,5,7,1947,0,720,720,564,0,0,0,1,1,2,1,0,1,0,110000
90,8100,5,5,1898,0,849,1075,1063,0,0,0,2,0,2,3,0,2,0,106000
65,11700,7,7,1880,0,1240,1320,1320,0,0,0,1,1,4,1,1,4,0,265979
70,8400,6,7,1900,0,917,1090,917,0,0,0,2,0,3,1,0,1,0,160000
60,3600,6,7,1917,0,624,664,624,0,1,0,1,0,3,1,1,1,0,119000
121,17671,8,9,1882,0,916,916,826,0,0,0,1,1,4,1,1,2,0,168000
,3300,4,3,1910,0,624,816,0,0,0,0,1,0,2,1,1,0,0,58500
50,9000,7,9,1920,0,650,832,650,0,0,1,1,0,3,1,0,2,0,143000
60,7200,5,4,1910,0,1022,1022,0,0,1,0,1,0,2,1,0,1,0,85000
98,8820,5,6,1890,0,1088,1188,561,120,0,0,1,0,2,1,0,2,0,124900
60,5400,6,6,1920,0,972,1044,0,436,0,0,1,0,3,1,0,1,0,119000
60,9720,6,7,1910,0,741,780,741,0,0,0,1,0,4,1,0,3,0,146500
60,7879,4,5,1920,0,720,720,0,0,0,0,1,0,2,1,0,0,0,34900
72,9392,3,3,1900,0,245,797,0,0,0,0,1,0,2,1,0,0,0,44000
144,21384,5,6,1923,0,1324,1072,504,0,2,0,1,1,3,1,1,2,0,223500
,6615,6,6,1923,0,1022,1432,0,0,0,0,1,0,3,1,1,1,0,149000
55,7264,7,7,1925,0,952,952,596,0,0,0,2,1,3,1,0,2,0,205000
50,4960,5,7,1930,0,297,1001,653,0,0,0,2,0,3,1,1,1,0,137000
,8854,6,6,1916,0,952,952,0,0,0,0,1,0,2,1,1,1,0,121000
50,6000,4,6,1936,0,672,757,567,0,0,0,1,0,3,1,0,1,0,128000
50,6000,6,9,1937,0,698,786,390,0,0,0,1,0,2,1,0,2,0,134900
50,6000,5,8,1925,0,884,884,464,0,1,0,1,0,3,1,1,1,0,117000
50,6000,6,6,1939,0,780,825,587,0,0,0,1,0,4,1,1,1,0,132500
60,6000,5,5,1924,444,468,822,320,0,0,0,1,0,3,1,0,1,0,93000
50,6000,6,7,1926,0,884,904,0,0,0,0,1,0,2,1,0,1,0,119000
60,6911,5,5,1924,0,1145,1301,0,0,0,0,1,0,2,1,0,2,0,100000
51,6120,5,6,1936,0,927,1067,472,0,0,0,1,1,3,1,0,2,0,141500
51,6120,4,7,1935,0,884,989,584,0,0,0,1,0,3,1,0,1,0,133000
51,6120,2,3,1936,0,264,800,0,0,0,0,1,0,1,1,1,0,0,60000
51,6120,5,7,1931,0,715,875,0,0,1,0,1,0,2,1,0,1,0,105000
51,6120,5,6,1925,0,960,995,0,0,0,0,1,0,2,1,0,1,0,115000
51,6120,5,6,1938,0,952,994,588,0,0,0,2,0,3,1,1,1,0,150000
50,8635,5,5,1925,0,1072,1072,0,0,1,0,1,0,2,1,0,5,0,126500
,11888,6,6,1916,0,844,1445,689,0,0,0,2,0,5,1,0,2,0,214500
60,11414,7,8,1910,0,728,1136,883,0,0,0,1,0,3,1,0,2,0,167500
57,8094,6,6,1915,0,1048,1048,720,0,0,0,2,0,3,1,0,2,0,155000
50,2500,7,8,1915,0,910,916,910,0,1,0,1,1,4,1,1,1,0,155000
68,9928,7,8,1915,0,672,1272,672,0,0,0,2,0,3,1,0,1,0,179900
92,5520,6,6,1912,0,755,929,929,371,0,0,1,0,5,1,0,0,0,104000
50,3000,5,1,1922,0,1040,1088,1040,0,0,0,2,0,4,2,0,0,0,62500
57,6876,6,5,1927,0,720,1146,784,0,1,0,2,0,4,1,0,1,0,149000
52,6240,4,5,1925,0,780,848,0,360,0,0,1,0,2,1,0,2,0,103000
,5775,6,7,1915,0,483,741,686,0,0,0,1,0,3,1,0,1,0,123000
41,5852,7,5,1902,188,1020,978,886,0,0,0,2,1,6,1,0,0,0,97500
60,5160,6,6,1927,0,1204,1204,462,0,0,0,1,0,3,1,0,1,0,135000
86,5160,4,6,1923,0,858,892,0,0,1,0,1,0,1,1,0,0,0,70000
60,10320,6,7,1915,0,698,754,649,0,1,0,1,1,3,1,0,1,0,116000
50,4280,4,9,1946,0,560,704,0,0,0,1,1,0,2,1,0,1,0,88750
60,10800,5,5,1987,0,1200,1200,0,0,3,0,3,0,3,1,0,0,0,179000
60,10800,5,5,1987,0,1200,1200,0,0,3,0,3,0,3,1,0,0,0,179000
,10547,5,5,1978,0,1152,1152,0,0,2,0,2,0,2,2,0,1,0,159900
,10020,1,1,1922,0,683,904,0,0,1,0,0,1,1,1,0,0,0,61000
54,6629,6,6,1925,0,672,697,672,0,1,0,2,0,3,1,0,1,0,103600
60,9780,5,3,1934,0,585,687,425,0,1,0,2,0,4,1,0,1,0,63000
70,12886,5,6,1963,0,520,1464,0,0,0,1,2,0,3,1,1,2,0,175000
80,8816,5,6,1963,0,1121,1121,0,0,1,0,1,0,3,1,0,2,0,139000
70,11184,6,5,1978,92,918,918,765,0,0,0,2,1,3,1,1,2,0,172500
75,11625,5,6,1967,172,1052,1052,0,0,0,0,1,1,3,1,1,1,0,113500
65,7800,5,7,1967,89,864,899,0,0,0,0,1,0,3,1,0,1,0,130000
,8014,6,5,1978,23,456,1034,0,0,0,1,1,0,3,1,1,2,0,149900
,7252,5,5,1982,0,858,858,0,0,1,0,1,0,2,1,0,2,0,134900
74,8740,5,6,1982,0,840,860,0,0,1,0,1,0,2,1,0,2,0,137000
,11616,5,5,1962,116,1092,1092,0,0,0,1,1,0,3,1,1,1,0,139000
88,15400,5,5,1961,0,552,904,611,259,0,0,2,0,4,1,1,1,0,165000
88,15312,6,5,1960,54,1138,1138,0,0,0,1,1,0,3,1,1,2,0,148000
,15584,5,5,1956,366,825,2071,0,0,0,1,1,1,4,1,1,1,0,165000
,9000,2,2,1947,0,0,660,0,0,0,0,1,0,2,1,0,0,0,63900
,11250,4,5,1957,0,1104,1104,684,0,1,0,1,0,5,1,2,1,0,161500
65,25095,5,8,1968,0,1437,1473,0,0,2,0,1,0,1,1,2,1,0,143000
,17140,4,6,1956,0,1134,1229,0,0,0,0,1,0,3,1,0,1,0,135000
,12342,4,5,1940,0,861,861,0,0,0,0,1,0,1,1,0,2,0,82500
,10708,5,5,1955,0,1617,1867,0,0,1,0,1,0,2,1,3,1,0,190000
,13680,3,5,1955,0,0,1733,0,0,0,0,2,0,4,1,1,2,0,139600
,15635,4,5,1954,0,0,1383,0,0,0,0,1,0,2,1,0,2,0,122000
73,9855,6,5,1956,0,1436,1689,0,0,0,0,1,0,3,1,1,2,0,127500
68,9571,5,5,1956,0,1073,1073,0,0,1,0,1,0,2,1,0,1,0,121500
68,9571,5,3,1958,0,1276,1276,0,0,0,0,1,0,3,1,0,1,0,60000
50,9350,6,7,1946,0,747,892,747,0,0,0,1,1,3,1,1,1,0,154400
50,9340,4,6,1941,0,672,672,0,0,1,0,1,0,2,1,0,1,0,113000
62,7440,5,6,1954,0,1089,1089,0,0,1,0,1,0,3,1,1,1,0,125000
,11500,4,3,1957,0,0,845,0,0,0,0,1,0,3,1,0,1,0,84000
42,4235,5,5,1984,149,1049,1049,0,0,1,0,2,0,2,1,0,1,0,139500
60,11409,5,4,1949,0,768,1148,568,0,0,0,1,1,3,1,1,1,0,131000
60,9060,6,5,1939,0,560,698,560,0,0,0,1,0,2,1,0,1,0,105000
60,9084,4,5,1940,0,755,755,755,0,1,0,1,0,4,1,1,1,0,108000
74,10778,7,6,1990,0,1054,1061,0,0,1,0,1,1,1,1,0,2,0,162000
66,19255,6,5,1983,100,520,1338,0,0,0,0,1,1,2,1,1,2,0,156500
79,12327,8,8,1983,0,1496,1496,636,0,1,0,1,1,1,1,1,2,0,316600
90,14684,7,7,1990,234,2158,2196,0,0,0,0,2,0,3,1,1,3,0,271900
75,9317,7,5,1993,137,740,1006,769,0,1,0,2,1,3,1,1,2,0,213000
85,10560,7,5,1993,0,1079,1079,800,0,1,0,2,1,3,1,1,2,0,239900
80,9828,8,5,1995,0,1128,1142,878,0,0,0,2,1,3,1,1,2,0,239500
120,26400,5,7,1880,0,0,1288,728,0,0,0,1,0,4,1,1,2,0,131000
64,7018,5,5,1979,0,0,1535,0,0,0,0,2,0,4,2,0,2,0,118964
64,7018,5,5,1979,275,1086,1224,0,0,2,0,0,2,2,2,2,2,0,153337
64,7018,5,5,1979,0,0,1114,1114,0,0,0,2,0,6,2,0,2,0,147983
64,7018,5,5,1979,0,0,1535,0,0,0,0,2,0,4,2,0,2,0,118858
64,7018,5,5,1979,0,0,1535,0,0,0,0,2,0,4,2,0,2,0,118858
64,7018,5,5,1979,0,0,1120,1120,0,0,0,2,0,6,2,0,2,0,142953
64,7040,5,5,1979,216,1094,1229,0,0,2,0,0,2,2,2,2,2,0,148325
64,7007,5,5,1979,0,0,1513,0,0,0,0,2,0,4,2,0,2,0,113722
,11855,7,5,2000,23,1168,1168,1619,0,2,0,4,2,6,2,2,4,0,269500
,7939,7,5,2000,23,1168,1168,1619,0,2,0,4,2,6,2,2,4,0,269500
,7976,7,5,2000,23,1168,1168,1619,0,2,0,4,2,6,2,2,4,0,269500
84,10933,9,5,2009,242,1555,1680,0,0,1,0,1,1,1,1,1,3,0,323262
79,10637,8,5,2007,336,1705,1718,0,0,1,0,2,0,3,1,1,3,0,297000
61,10226,8,5,2008,270,1622,1630,0,0,1,0,2,0,3,1,1,3,0,295493
65,10816,9,5,2008,364,1720,1720,0,0,1,0,2,0,3,1,1,3,0,332000
71,9178,8,5,2008,0,1468,1468,0,0,0,0,2,0,3,1,1,3,0,239900
68,10769,8,5,2007,0,866,866,902,0,0,0,2,1,3,1,0,2,0,212000
77,11422,8,5,2007,352,1838,1838,0,0,1,0,2,0,3,1,2,2,0,272500
122,11923,9,5,2007,0,1800,1800,0,0,0,0,2,0,2,1,0,2,0,239000
68,8814,7,5,2006,180,1604,1604,0,0,1,0,2,1,3,1,1,2,0,220000
64,6762,7,5,2007,0,1282,1290,0,0,1,0,2,0,2,1,1,2,0,200000
95,10324,8,5,2008,140,1254,1254,0,0,1,0,2,0,2,1,0,3,0,221800
64,7314,7,5,2007,82,1232,1232,0,0,1,0,2,0,2,1,0,2,0,194500
78,11645,8,5,2005,76,1498,1498,0,0,0,0,2,0,3,1,1,3,0,237000
79,11646,6,5,2005,0,704,704,718,0,0,0,2,1,3,1,1,2,0,173000
,12800,7,5,1989,145,1518,1644,0,0,1,1,2,0,2,1,1,2,0,275000
,16698,7,5,1992,0,1449,944,815,0,1,0,2,1,3,1,1,2,0,233500
,28698,5,5,1967,0,1013,1160,966,0,0,1,2,1,3,1,0,2,0,185000
82,12464,5,5,1996,0,1040,1040,0,0,1,0,1,0,3,1,0,2,0,152000
65,9757,5,7,1994,0,990,990,0,0,1,0,1,0,3,1,0,1,0,143000
65,15426,6,5,1997,0,928,928,836,0,1,0,2,1,3,1,0,2,0,231500
43,10667,7,6,1996,0,799,827,834,0,1,0,2,1,3,1,1,2,0,212000
65,14753,7,5,1998,0,1463,1463,0,0,1,0,2,0,3,1,0,2,0,207000
112,10859,5,5,1994,0,1097,1097,0,0,0,0,1,1,3,1,0,2,0,145000
60,8072,5,5,1994,0,990,990,0,0,1,0,1,0,3,1,0,2,0,138000
80,10400,7,5,1998,0,866,866,913,0,0,0,2,1,3,1,0,2,0,197900
78,10335,7,5,1999,183,1490,1501,0,0,1,0,2,0,3,1,0,2,0,204000
68,9017,7,5,1999,0,1431,1431,0,0,1,0,2,0,3,1,0,2,0,192000
70,8750,6,5,1998,120,928,928,844,0,1,0,2,1,3,1,1,2,0,200000
68,8935,7,5,2002,95,831,831,829,0,0,0,2,1,3,1,0,2,0,195000
67,9808,7,5,2002,110,1573,1573,0,0,1,0,2,0,3,1,0,2,0,227000
79,12420,7,5,2001,0,944,944,896,0,1,0,2,1,3,1,0,2,0,230000
67,16285,7,5,2001,0,1413,1430,0,0,0,0,2,0,3,1,0,2,0,187100
65,10739,7,5,2002,68,1431,1444,0,0,1,0,2,0,3,1,0,2,0,203000
75,11166,7,5,2001,180,1492,1492,0,0,0,0,2,0,3,1,1,2,0,201000
60,8430,5,5,1978,136,1040,1040,0,0,0,0,2,0,3,1,0,0,0,124000
,16269,5,5,1978,76,907,907,0,0,0,0,1,0,3,1,0,1,0,140000
76,6950,5,7,1979,40,914,914,0,0,1,0,1,0,2,1,0,2,0,134900
61,8800,5,7,1977,0,1040,1040,0,0,0,0,2,0,3,1,0,2,0,150500
,7000,5,8,1978,90,864,864,0,0,1,0,1,0,3,1,0,1,0,136500
,9286,5,7,1977,0,1268,1268,0,0,0,0,1,1,3,1,0,1,0,143500
36,15523,5,6,1972,0,864,864,0,0,1,0,1,0,3,1,1,1,0,133500
60,7200,5,5,1972,0,894,894,0,0,0,0,1,0,2,1,0,2,0,123000
60,7200,5,8,1972,0,768,768,0,0,0,1,1,0,2,1,0,1,0,133900
70,8445,5,7,1972,0,768,768,0,0,1,0,1,0,2,1,0,2,0,133000
90,11664,7,5,2002,0,1569,1611,0,0,1,0,2,0,3,1,0,3,0,250000
,12334,8,5,2003,198,1068,1068,1116,0,0,0,2,1,4,1,1,2,0,254750
,11838,8,5,2001,0,1753,1788,0,0,0,0,2,0,3,1,1,2,0,236500
,11885,8,5,2001,108,1299,1299,573,0,1,0,2,1,3,1,1,2,0,261500
,11050,9,5,2000,204,1440,1476,677,0,1,0,2,1,3,1,2,3,0,313000
70,8749,7,5,2002,,840,840,885,0,0,0,2,1,3,1,0,2,0,198500
,11250,7,5,2001,0,944,944,926,0,0,0,2,1,3,1,0,2,0,211000
90,15750,8,5,1999,260,1462,1513,0,0,1,0,2,0,2,1,1,2,0,220000
73,11883,7,5,1996,196,1504,1504,0,0,1,0,2,0,3,1,1,2,0,203000
,12782,8,5,2002,164,1822,1828,0,0,1,0,2,0,3,1,1,2,0,279500
70,8750,7,5,1997,209,1417,1417,0,0,1,0,2,0,3,1,1,2,0,210000
,9375,7,5,1997,573,1057,1057,977,0,1,0,2,1,3,1,0,2,0,219500
70,8750,7,5,1996,0,880,909,807,0,0,0,2,1,2,1,1,2,0,191000
70,9100,7,5,2001,0,1212,1212,0,0,0,0,2,0,3,1,0,2,0,178000
75,9750,7,5,2000,171,1630,1630,0,0,0,0,2,0,3,1,1,2,0,213000
,4435,6,5,2003,170,848,848,0,0,1,0,1,0,1,1,0,2,0,144000
,4435,6,5,2003,170,848,848,0,0,1,0,1,0,1,1,0,2,0,140000
85,10200,8,5,2007,180,1578,1602,0,0,1,0,2,0,3,1,1,3,0,293200
65,9313,7,5,2004,0,864,864,864,0,0,0,2,1,3,1,0,2,0,190000
63,8487,7,5,2004,210,1500,1500,0,0,0,0,2,0,3,1,0,2,0,190000
64,8633,6,5,2005,0,738,738,738,0,1,0,2,1,3,1,0,2,0,173500
85,11069,6,5,2007,0,608,608,788,0,0,0,2,1,3,1,1,2,0,170000
67,8777,4,5,1949,0,0,1126,0,0,0,0,2,0,2,1,0,2,0,108000
75,9937,5,7,1964,0,1486,1486,0,0,1,0,1,0,3,1,0,2,0,167000
67,8877,4,6,1938,0,816,816,0,0,1,0,1,0,2,1,1,1,0,100000
64,7301,7,5,2003,500,0,495,1427,0,0,0,3,0,4,1,1,2,0,198500
75,7950,6,6,1977,140,690,698,728,0,0,0,1,1,3,1,0,2,0,159500
80,10682,4,6,1960,0,1014,1149,0,0,1,0,1,0,3,1,0,1,0,127000
72,7200,6,6,1976,255,1041,1125,0,0,1,0,1,0,3,1,1,1,0,125000
86,13286,9,5,2007,340,1698,1698,0,0,1,0,2,0,3,1,1,3,0,320000
35,3675,6,5,2005,80,547,1072,0,0,1,0,1,0,2,1,0,2,0,145500
50,9405,5,9,1947,0,698,698,0,0,0,1,1,0,2,1,0,0,0,118000
64,6410,4,5,1959,0,876,876,0,0,0,0,1,0,3,1,0,1,0,85000
70,11767,5,5,1950,0,1078,1368,0,0,1,0,1,0,3,1,0,1,0,120000
50,8405,4,3,1945,0,0,1088,441,0,0,0,2,0,4,1,0,1,0,98000
56,4060,5,8,1922,0,864,864,0,0,0,0,1,0,2,1,0,0,0,99900
74,10206,3,3,1952,0,0,944,0,0,0,0,1,0,2,1,0,2,0,82000
65,10926,5,5,1959,74,1678,1678,0,0,0,0,2,0,6,2,0,0,0,119900
70,11767,5,5,1956,259,1150,1560,0,0,0,0,1,0,2,1,1,1,0,103500
,8926,4,3,1956,0,672,960,0,0,0,0,1,0,3,1,0,1,0,112000
67,12354,6,8,1920,0,684,684,512,0,0,0,1,0,3,1,0,2,0,110000
45,8212,5,6,1941,0,720,854,444,0,0,0,1,0,3,1,2,1,0,122000
60,10998,5,5,1941,0,984,984,620,0,0,0,2,0,3,1,0,2,0,117000
70,6300,5,4,1938,88,832,832,436,0,0,0,1,1,3,1,2,1,0,160000
55,4500,5,5,1932,0,793,848,672,0,0,0,1,0,3,1,0,1,0,159434
60,8400,2,5,1920,0,290,438,0,0,0,0,1,0,1,1,0,1,0,60000
60,9900,6,7,1940,0,778,944,545,0,0,0,2,0,3,1,1,1,0,139500
102,15863,7,3,1920,0,824,1687,998,397,1,0,2,1,5,1,2,2,0,197000
43,5707,6,6,1935,0,583,647,595,0,0,0,1,1,3,1,1,1,0,105000
65,7804,4,3,1928,0,1122,1328,653,0,1,0,2,0,4,1,2,2,0,135000
64,8574,6,8,1916,0,816,1232,0,0,0,0,1,0,3,1,1,2,0,147500
51,6171,6,6,1925,0,976,1160,448,0,0,0,2,1,3,1,1,1,0,137450
60,7200,7,9,1936,0,560,575,560,0,1,0,1,0,3,1,0,2,0,155000
57,7558,6,6,1928,0,896,1172,741,0,0,0,1,1,3,1,1,2,0,177000
52,6292,7,7,1928,0,861,877,600,0,0,1,2,0,3,1,1,1,0,145000
53,7155,7,8,1918,0,600,628,600,0,0,0,1,0,3,1,1,1,0,137000
53,10918,7,9,1926,0,1276,1276,804,0,0,0,1,1,3,1,2,1,0,234000
60,13680,5,6,1940,0,840,840,727,0,1,0,1,1,2,1,2,2,0,205000
,7500,6,7,1942,0,771,753,741,0,0,0,1,0,3,1,2,1,0,177500
130,9600,5,7,1940,0,728,976,332,0,1,0,1,1,2,1,2,1,0,160000
80,14680,5,4,1960,0,1273,1273,0,0,0,0,1,0,2,1,0,1,0,155000
80,13360,5,7,1921,0,876,964,0,0,1,0,1,0,2,1,0,2,0,163500
54,7681,5,6,1921,0,731,820,523,0,0,0,1,1,3,1,1,1,0,154900
,8145,7,6,1940,0,920,1240,1240,0,0,0,2,1,5,2,2,2,0,205000
70,9100,5,6,1954,0,1112,1112,0,0,1,0,1,0,2,1,1,1,0,144800
75,12000,7,7,1941,0,704,860,704,0,0,0,1,1,3,1,1,1,0,174500
90,13339,6,6,1960,132,1561,1561,0,0,1,0,2,0,3,1,1,2,0,193000
78,15600,5,7,1949,0,1067,986,537,0,1,0,2,0,3,1,1,1,0,158000
80,14000,6,8,1950,0,1092,1152,0,0,0,1,1,0,3,1,1,1,0,158500
100,17500,6,5,1954,420,1310,1906,0,0,1,0,1,1,3,1,2,2,0,224000
24,1733,6,6,1980,0,516,516,516,0,0,0,1,0,2,1,1,2,0,115000
24,1488,6,6,1980,0,561,561,668,0,1,0,1,1,2,1,1,2,0,137000
24,1612,6,6,1980,0,561,561,668,0,0,0,1,1,2,1,1,2,0,121000
24,1300,6,6,1980,0,561,561,668,0,0,0,1,1,2,1,1,2,0,124000
,13607,6,6,1986,242,572,1182,800,0,1,0,2,1,3,1,1,2,0,208000
,17597,7,9,1971,0,1803,2365,0,0,1,0,2,0,3,1,2,2,0,315000
,21695,6,9,1988,260,880,1680,0,0,1,0,2,0,3,1,1,2,0,222000
